near_fid,near_x,near_y,near_angle,heard,building,xcoor,ycoor,noise,in_vehicle,asleep,no_windows,age
1894,1335177.7725,7905100.4374,25.467428117,1,0,1334927.0,7904981,0,0,0,0,23
335,1964465.7406,8219445.4144,-99.459974985,1,1,1964485.0,8219561,1,0,0,0,56
2722,1930989.7435,8954380.9954,-70.657469305,0,0,1930856.0,8954762,0,1,0,0,58
3015,2414632.0768,9829767.4935,75.32838571,1,0,2414478.0,9829179,0,0,0,0,65
730,1733215.4173,8050220.3749,-36.487676371,1,1,1731968.0,8051143,0,0,0,0,37
563,1967804.8802,8371272.0045,179.18040451,1,1,1967945.0,8371270,0,0,0,0,18
2767,1932374.4466,8978927.6468,-70.841192769,0,1,1931627.0,8981079,0,0,0,1,83
744,1734064.5624,8052397.3885,96.863342946,0,1,1734207.0,8051214,0,0,0,0,55
3532,1460619.9218,7436013.4744,16.20354691,0,0,1454985.0,7434376,1,0,0,0,60
2800,1496061.1532,9187946.2852,-8.9479520031,0,0,1464117.0,9192976,0,0,0,0,62
1969,1328666.3615,7894240.7736,19.639880173,1,0,1328412.0,7894150,0,0,0,0,50
1096,1647804.9814,7735529.7033,-177.19714072,1,1,1648097.0,7735544,0,0,0,0,58
2462,1850174.7988,8313446.6904,82.559503797,1,0,1850129.0,8313096,0,0,0,0,25
706,1755717.5391,8117190.5921,-141.15156135,0,0,1756242.0,8117613,0,1,0,0,67
1135,1551916.7097,7725831.1071,-47.574309888,1,0,1551628.0,7726147,0,0,0,0,35
2737,1934971.1963,8959612.5983,-162.41608976,0,1,1939144.0,8960935,0,0,0,0,75
658,1845662.7972,8193135.4855,-48.030479022,0,0,1835737.0,8204171,1,0,0,0,78
4094,2049020.9089,8250049.9525,175.31545178,0,0,2081018.0,8247428,0,0,0,0,53
257,2000903.8383,8259334.3012,136.78397527,1,1,2001514.0,8258761,0,0,0,0,67
1816,1329915.4774,7909658.4388,57.597500444,0,1,1329476.0,7908966,0,0,0,1,59
1851,1342172.5326,7907842.2857,55.218523602,1,0,1341757.0,7907244,0,0,0,0,20
698,1917085.6051,8237268.7264,59.75213855,1,0,1914948.0,8233603,0,0,0,0,24
1119,1654144.515,7741625.5628,-130.05142952,0,0,1672437.0,7763386,0,1,0,0,80
225,1982794.3835,8262689.1138,22.24911669,0,0,1981545.0,8262178,0,1,0,0,77
2735,1929712.1297,8959545.0338,-149.99133361,1,1,1930022.0,8959724,0,0,0,0,33
3860,1904272.0638,8798623.6027,-74.857895779,0,0,1887390.0,8861009,0,1,0,0,50
1668,1431810.1035,7698740.9135,-114.85832431,0,0,1444796.0,7726770,0,0,0,0,47
473,1978581.1634,8338758.6242,6.2449555997,1,1,1978347.0,8338733,0,0,0,0,67
1258,1831099.6474,7814133.0004,-85.865859075,1,0,1831075.0,7814474,0,0,0,0,49
2826,1903934.543,9632389.6304,68.203402608,0,1,1855049.0,9510146,0,0,0,0,56
1575,1471147.8512,7503183.6481,151.42351136,0,1,1472302.0,7502555,1,0,0,0,44
30,2011233.1738,8252696.0124,149.90109518,1,1,2011542.0,8252517,0,0,0,0,57
2362,1614310.2825,8249222.6799,67.456934808,0,0,1612968.0,8245989,1,0,0,0,27
410,1999387.2216,8227595.3812,-62.571908963,1,0,1998993.0,8228355,0,0,0,0,75
2738,1935718.484,8963738.5987,-66.167231719,1,1,1935569.0,8964077,0,0,0,0,47
1520,1448159.8198,7479962.7006,11.446854274,1,0,1447944.0,7479919,0,0,0,0,57
1560,1474108.8383,7497861.5825,-2.2477636009,1,0,1473767.0,7497875,0,0,0,0,69
2719,1927069.6275,8950614.7985,110.53116919,1,1,1927298.0,8950005,0,0,0,0,39
1520,1448159.8198,7479962.7006,-24.083717911,1,0,1448054.0,7480010,0,0,0,0,58
2540,1683195.2287,8597711.2675,96.014677013,0,0,1687524.0,8556627,0,0,0,0,52
1257,1752914.9596,7727842.9046,-0.62702914232,0,0,1713890.0,7728270,1,0,0,0,73
1714,1367101.4194,7781766.9152,97.224098457,0,1,1367108.0,7781715,1,0,0,0,36
1554,1468571.807,7499589.034,69.702448886,1,0,1468476.0,7499330,0,0,0,0,69
1564,1468428.3161,7497755.3209,-10.533477448,1,0,1467903.0,7497853,0,0,0,0,81
181,2004960.6545,8241685.0489,-173.11284112,1,0,2006169.0,8241831,0,0,0,0,60
4117,1379114.4624,8042469.7961,-152.84869829,0,0,1413723.0,8060219,0,0,0,0,75
19,2008255.7115,8256090.1819,104.21941906,1,1,2008367.0,8255651,0,0,0,0,73
60,2014718.3645,8252772.6196,175.90492065,1,0,2016026.0,8252679,0,0,0,0,28
737,1745554.0695,8057961.5482,-57.068429198,0,0,1741218.0,8064656,1,1,0,0,81
3488,1539340.0562,7445810.0501,-94.448288573,1,0,1539356.0,7446015,0,0,0,0,36
3258,1476333.2244,7613589.0794,18.619290337,0,0,1466645.0,7610325,0,1,0,0,31
369,1940111.1512,8190195.0072,121.84134246,0,0,1955820.0,8164900,1,0,0,0,26
1447,1448650.6275,7475663.1339,17.298392084,1,0,1447947.0,7475444,0,0,0,0,58
2197,1542503.6449,8047973.4971,148.71138656,1,0,1544479.0,8046773,0,0,0,0,35
37,2010406.07,8253116.1607,174.69762222,1,0,2010494.0,8253108,0,0,0,0,51
212,1999667.6354,8255020.9862,-80.991960396,1,1,1999417.0,8256602,0,0,0,0,69
4029,1996825.76,8288613.4518,-82.333519627,1,0,1996683.0,8289674,1,0,0,0,63
2898,2338738.01,9546780.6015,-101.33496173,0,0,2344875.0,9577396,1,0,0,0,67
1861,1330218.4891,7902559.314,-120.65960002,0,0,1330408.0,7902879,0,0,0,0,48
672,1803388.9979,8180416.4968,-87.534475186,0,0,1801680.0,8220107,0,1,0,0,51
1782,1450301.9407,7983358.0488,132.01379628,0,0,1473050.0,7958106,1,0,0,0,60
2637,1813776.3308,8520343.717,33.481408685,0,0,1784842.0,8501206,1,0,0,0,28
4029,1996825.76,8288613.4518,-44.573925692,1,0,1996405.0,8289028,0,0,0,0,66
34,2010480.3202,8252995.8977,141.03487187,1,0,2010589.0,8252908,1,0,0,0,48
2490,1856468.6915,8311451.0998,-171.59785426,1,1,1856881.0,8311512,0,0,0,0,56
2315,1524404.5428,8408680.4914,-32.390082608,0,0,1420590.0,8474538,1,0,0,0,56
30,2011233.1738,8252696.0124,-86.083212251,1,1,2011224.0,8252830,0,0,0,0,67
562,1972262.4466,8365231.1778,-169.40824545,0,0,2008781.0,8372060,0,1,0,0,54
64,2012233.8247,8252779.6037,32.353060781,1,0,2011884.0,8252558,0,0,0,0,68
434,2019429.8507,8217511.0321,-147.78078801,1,0,2020439.0,8218147,0,1,0,0,18
469,2080258.9391,8343497.7523,55.807677065,0,0,2062615.0,8317528,1,0,0,0,66
2791,1715028.9294,9040554.0293,-64.563081503,0,0,1696364.0,9079797,0,1,0,0,71
3024,2414804.0652,9827696.2935,50.155633941,1,0,2414571.0,9827417,0,0,0,0,68
1481,1454980.6991,7475455.7513,23.461546861,1,1,1454714.0,7475340,0,0,0,0,53
2719,1927069.6275,8950614.7985,-30.068030547,1,1,1926767.0,8950790,0,0,0,0,28
1090,1646419.7217,7736594.0737,-145.22650413,1,1,1647314.0,7737215,0,0,0,0,61
4009,1983048.5259,8313522.8282,-126.74674373,1,0,1983584.0,8314240,1,0,0,0,69
2728,1930104.8648,8949746.0113,126.27096777,1,0,1930201.0,8949615,1,0,0,0,19
3996,2039579.3464,8268157.8677,-114.15558859,1,1,2039670.0,8268360,0,0,0,0,38
1895,1334218.0872,7903956.524,96.047694327,1,0,1334294.0,7903240,1,0,0,0,42
1572,1468253.0993,7496293.6798,-149.31041387,1,1,1469150.0,7496826,0,0,0,0,65
2017,1331023.8856,7891961.8161,-86.954842504,1,0,1330996.0,7892486,0,0,0,0,46
4079,1986984.7831,8266467.4445,-160.67995983,1,0,1988056.0,8266843,0,0,0,0,70
1875,1334258.496,7906655.2376,81.560995483,1,1,1334196.0,7906234,0,0,0,0,77
3192,2041242.6823,7891032.2088,153.17491459,0,0,2070358.0,7876309,1,0,0,0,33
3899,2083551.3244,9174152.6055,74.215638509,1,0,2083366.0,9173497,0,0,0,0,25
2986,2392269.4381,9685974.569,66.925771564,1,0,2392112.0,9685605,0,0,0,0,48
2763,1935163.2225,8985201.872,-115.83050075,0,1,1938379.0,8991845,0,0,0,1,87
2729,1926601.4177,8952694.7428,-27.055109636,1,0,1925945.0,8953030,0,0,0,0,72
2853,2260649.9477,9303791.1731,-114.87542606,1,1,2260897.0,9304324,0,0,0,0,58
2310,1503911.0699,8262974.7603,-125.99011497,1,0,1504156.0,8263312,0,0,0,0,19
257,2000903.8383,8259334.3012,-168.68098605,1,0,2001307.0,8259415,0,0,0,0,82
3547,1503001.5896,7455694.268,74.842494757,1,1,1502930.0,7455430,0,0,0,0,74
196,2004811.1523,8246035.5316,-167.31626987,1,0,2005262.0,8246137,0,0,0,0,21
3976,2013651.4784,8281086.0607,-102.67285994,1,0,2014246.0,8283730,0,1,0,0,50
3934,2464655.8277,9773232.3956,48.048361845,1,1,2464233.0,9772762,0,0,0,0,67
1512,1445985.9727,7480848.5214,37.366300886,1,0,1445671.0,7480608,0,0,0,0,42
2738,1935718.484,8963738.5987,-128.23004611,0,0,1937819.0,8966405,0,1,0,0,74
58,2013966.4013,8254809.6544,58.920302431,1,1,2013702.0,8254371,0,0,0,0,68
282,2018590.7242,8259461.6576,-82.956341492,1,0,2018542.0,8259856,1,0,0,0,55
1765,1426125.0171,7972645.9259,50.533662848,1,0,1415410.0,7959632,0,0,0,0,30
120,2013238.9283,8248414.9127,-12.190686725,1,0,2013058.0,8248454,0,0,0,0,30
2858,2244056.9983,9308753.8875,149.61117477,1,1,2244316.0,9308602,0,0,0,0,26
3972,2016768.9808,8278106.3727,-107.18905608,1,1,2017717.0,8281171,1,0,0,0,48
2685,1920647.7175,8552758.5501,75.776567158,1,0,1920423.0,8551872,0,0,0,0,18
1783,1448832.1896,7983297.2094,121.97302556,1,1,1449087.0,7982889,0,0,0,0,68
1195,1821888.0709,7691895.2523,-175.4310413,1,0,1822423.0,7691938,0,0,0,0,40
3537,1444374.178,7442801.0976,75.004388694,1,0,1444132.0,7441897,0,0,0,0,47
3023,2415357.9911,9831509.7337,-15.015349955,1,0,2414932.0,9831624,0,0,0,0,22
4094,2049020.9089,8250049.9525,-160.16133718,0,1,2059185.0,8253717,0,0,1,1,62
3532,1460619.9218,7436013.4744,-27.796603939,1,0,1459642.0,7436529,1,1,0,0,72
3687,1334147.5106,7940211.4563,103.66081883,1,0,1334283.0,7939654,0,0,0,0,19
91,2009022.9254,8252712.1631,164.8934905,1,0,2009494.0,8252585,0,0,0,0,58
535,1967710.1472,8369323.697,-177.86048164,1,1,1968093.0,8369338,0,0,0,0,72
1649,1431563.0857,7696872.3846,177.00841547,1,1,1432642.0,7696816,0,0,0,0,26
3909,2464645.5863,9763769.5554,81.366726216,1,1,2464608.0,9763522,0,0,0,0,50
2014,1348229.5374,7897862.3949,150.49128741,1,0,1349096.0,7897372,0,1,0,0,52
729,1746861.7397,8058761.8996,-11.77719207,1,1,1746679.0,8058800,0,0,0,0,27
955,1638146.2343,7894237.445,-90.828015952,1,0,1638150.0,7894498,0,0,0,0,18
2734,1933262.7761,8954887.0204,38.271784523,1,1,1933136.0,8954787,0,0,0,0,34
3324,1491682.1785,7585354.3919,-21.484397395,1,0,1490954.0,7585641,0,0,0,0,62
88,2004326.8014,8250909.3929,-151.83517942,1,0,2004440.0,8250970,0,0,0,0,41
4017,1993026.092,8294053.5433,127.34726588,1,0,1993463.0,8293481,0,0,0,0,62
2382,1569456.4313,8247814.8701,-153.52621577,1,1,1570288.0,8248229,0,0,0,0,29
477,1979658.736,8342381.1682,-74.176119129,1,0,1978749.0,8345591,0,0,0,0,24
646,1902770.8091,8108565.6095,38.530872479,1,0,1898906.0,8105488,0,0,0,0,67
3893,2072063.0416,9172530.7692,-42.850732557,0,0,2067200.0,9177042,0,0,0,0,84
3551,1504205.8439,7455222.2385,-57.889791599,1,0,1503992.0,7455563,0,0,0,0,21
2723,1925814.3889,8952174.2199,13.317465953,1,0,1924977.0,8951976,0,0,0,0,48
2666,1907488.5292,8551812.6938,137.69141169,0,0,1908054.0,8551298,1,0,0,0,85
141,2014293.3466,8244951.6507,89.252825937,1,0,2014287.0,8244465,0,0,0,0,74
2754,1935527.2372,8928614.5456,-163.49135411,1,1,1935603.0,8928637,0,0,0,0,40
409,2004191.3255,8233749.925,-76.180140241,1,0,2003888.0,8234983,0,0,0,0,29
3902,2133611.3656,9184054.3645,-128.20595522,0,0,2168162.0,9227951,0,0,0,0,63
703,1754660.1153,8118979.465,-57.541586502,0,0,1731318.0,8155678,0,0,0,0,86
692,1893537.5253,8262842.9725,81.149948728,1,0,1893377.0,8261812,1,0,0,0,60
2799,1499751.3945,9185286.258,170.21373061,0,0,1562072.0,9174537,1,1,0,0,66
227,1986122.7249,8260704.098,-74.221845856,1,0,1986075.0,8260873,0,0,0,0,78
2544,1715960.0057,8431666.2243,49.160762623,1,0,1715487.0,8431119,0,0,0,0,79
2723,1925814.3889,8952174.2199,-52.966346354,1,0,1925426.0,8952689,0,0,0,0,22
3040,2686770.7172,9831986.6962,12.668180498,1,0,2686256.0,9831871,1,0,0,0,74
2137,1392666.3857,7955991.1751,-171.88501874,1,0,1394173.0,7956206,0,0,0,0,21
3019,2416553.1171,9826553.0473,99.963242847,1,0,2416619.0,9826178,0,0,0,0,69
3458,1419826.6717,7572229.0977,152.92644116,1,1,1420404.0,7571934,0,0,0,0,30
2744,1927694.4639,8956183.9619,98.270010568,1,0,1927851.0,8955107,0,0,0,0,22
1601,1479200.0353,7524020.3508,-99.649219429,1,1,1479235.0,7524226,0,0,0,0,54
714,1755430.1122,8116093.8172,-130.79388247,1,0,1755791.0,8116512,0,0,0,0,73
3943,2472816.2142,9757677.9579,-22.108603007,1,1,2472021.0,9758001,0,0,0,0,37
764,1801092.9221,8092648.3777,152.14257394,1,1,1801508.0,8092429,0,0,0,0,29
3029,2412855.3063,9822463.9468,149.18633782,1,0,2414168.0,9821681,0,0,0,0,52
38,2010842.331,8252709.3259,18.115223743,1,0,2010554.0,8252615,0,0,0,0,44
348,1960392.4492,8220341.084,169.21267996,1,0,1960881.0,8220248,0,0,0,0,67
2714,1998745.9101,9009395.3349,-105.6095104,1,1,1998971.0,9010201,1,0,0,0,78
3768,1693904.0522,8240579.578,131.97918625,0,1,1694161.0,8240294,1,0,0,1,63
525,1964978.4782,8363281.5848,-50.222615184,1,0,1964611.0,8363723,0,0,0,0,74
1756,1342989.8404,7949742.5086,-48.635761047,1,0,1339868.0,7953288,0,0,0,0,52
61,2015264.1639,8251009.7658,-43.12219697,1,0,2014714.0,8251525,0,0,0,0,38
1523,1448196.11,7479061.2189,-157.05026563,1,1,1448675.0,7479264,0,0,0,0,60
1099,1644792.008,7738086.9692,171.9748996,1,0,1645572.0,7737977,0,0,0,0,62
1049,1667551.1665,7975602.5881,-114.54778171,1,0,1667724.0,7975981,0,0,0,0,41
3369,1426261.7175,7536823.796,-170.65885904,1,0,1426573.0,7536875,0,0,0,0,33
242,1997162.8356,8268484.1878,167.126386,1,0,1997995.0,8268294,0,0,0,0,79
1797,1327367.5969,7898739.3447,114.89206443,1,0,1327687.0,7898051,0,0,0,0,55
1552,1469487.7437,7500670.9373,68.461299928,1,0,1469307.0,7500213,0,0,0,0,27
672,1803388.9979,8180416.4968,-87.912355092,0,0,1801949.0,8219920,0,0,0,0,45
728,1740757.424,8056023.3256,2.1037738246,1,1,1740313.0,8056007,0,0,0,0,45
3493,1535190.845,7445761.1993,-31.732135598,1,0,1534457.0,7446215,0,0,0,0,40
1821,1328214.7383,7908266.4255,20.054419956,1,0,1327652.0,7908061,0,0,0,0,48
3783,1689713.0962,8241900.8016,-84.123279984,0,0,1689605.0,8242951,0,0,0,0,72
30,2011233.1738,8252696.0124,73.46245764,1,0,2011153.0,8252426,0,0,0,0,62
544,1962547.3719,8360077.9182,168.8208124,1,0,1963225.0,8359944,0,0,0,0,40
3439,1419646.6681,7562379.9959,104.28018105,1,0,1419834.0,7561644,0,0,0,0,35
1747,1284960.8822,8089658.6469,-10.850238035,0,0,1257062.0,8095006,1,0,0,0,53
431,2016593.7639,8213202.6293,-22.272252211,0,0,2007156.0,8217068,0,1,0,0,54
2133,1244070.2277,8169668.0933,-143.13779222,1,0,1244893.0,8170285,1,0,0,0,39
130,2012620.1033,8246320.9736,170.10274959,1,0,2013451.0,8246176,0,0,0,0,79
2935,2580332.252,9833661.2163,-130.23071807,0,0,2581063.0,9834525,0,1,0,0,43
2120,1328470.1051,8041167.3209,-95.934760531,1,0,1328505.0,8041503,0,0,0,0,24
3012,2416263.6865,9830225.306,-162.53342208,1,0,2416482.0,9830294,1,0,0,0,75
4090,2046475.9228,8250296.0578,103.31013483,1,0,2046607.0,8249742,0,0,0,0,52
188,1999781.8491,8242226.6221,-32.209724899,1,0,1998178.0,8243237,0,0,0,0,74
246,1999034.7841,8268168.3657,13.733074448,1,0,1998219.0,8267969,0,0,0,0,26
149,2014928.8696,8244107.5064,47.028088778,1,0,2014784.0,8243952,0,0,0,0,82
3550,1502264.9885,7454116.6271,98.144668675,1,0,1503010.0,7448911,0,0,0,0,41
327,2016769.2035,8248156.0008,-145.11982427,1,0,2017409.0,8248602,0,0,0,0,34
1985,1335224.0814,7899822.7153,65.349459446,1,0,1335087.0,7899524,0,0,0,0,69
2688,1863757.6691,8536121.0607,114.26392544,1,0,1864739.0,8533944,0,0,0,0,22
2583,1718262.9832,8509021.2869,77.299521739,1,0,1718221.0,8508835,0,0,0,0,43
2544,1715960.0057,8431666.2243,107.23116862,1,0,1715970.0,8431634,0,0,0,0,36
71,2015908.0359,8255495.6315,123.23358186,1,0,2016373.0,8254786,1,0,0,0,74
2735,1929712.1297,8959545.0338,-160.86216043,1,0,1930346.0,8959765,0,0,0,0,81
1474,1454300.3143,7484654.271,-38.096554754,1,0,1453455.0,7485317,0,0,0,0,41
3024,2414804.0652,9827696.2935,75.905736112,1,0,2414631.0,9827007,0,0,0,0,61
2653,1790404.3586,8818717.902,170.7674445,1,0,1791142.0,8818598,0,0,0,0,36
2774,1967093.326,9099886.3004,174.20245278,1,0,1967441.0,9099851,0,0,0,0,74
233,1991716.8633,8262983.284,-46.982917668,1,0,1990506.0,8264281,0,0,0,0,79
92,2007388.5327,8252982.5838,-108.50628302,1,0,2007468.0,8253220,0,0,0,0,30
2661,1796142.3216,8817040.8908,173.16619516,0,1,1842436.0,8811493,0,0,0,0,60
3850,1903866.9721,8795213.6899,-6.4630933374,1,1,1903467.0,8795259,0,0,0,0,35
713,1758867.2127,8116229.6731,178.9644884,1,0,1759679.0,8116215,0,0,0,0,49
1767,1352034.7716,7989707.622,-170.30077393,1,0,1354623.0,7990150,0,0,0,0,29
3600,1568734.1905,7538116.4303,-60.003035637,1,0,1568522.0,7538484,0,0,0,0,48
617,1894058.3892,8128068.9149,92.064380718,1,0,1894063.0,8127941,0,0,0,0,73
438,2022552.1398,8217147.1969,148.82148883,1,0,2023116.0,8216806,0,0,0,0,34
2544,1715960.0057,8431666.2243,-66.564581949,1,1,1715951.0,8431687,0,0,0,0,22
148,2017734.4548,8241054.8253,-158.41921557,1,0,2018372.0,8241307,0,0,0,0,33
3778,1694808.7458,8243199.3735,159.6855527,1,1,1694907.0,8243163,0,0,0,0,78
3873,1743174.7269,8984278.7136,-95.468180126,1,1,1743232.0,8984877,0,0,0,0,56
2647,1760100.8553,8713398.7118,131.61266735,1,1,1760463.0,8712991,0,0,0,0,29
1519,1447003.6556,7479278.55,-9.3696418667,1,0,1446607.0,7479344,0,0,0,0,49
3999,2037882.392,8286176.1857,-98.858636361,1,0,2038224.0,8288368,0,0,0,0,37
33,2011435.6639,8253473.251,58.412193642,1,1,2011398.0,8253412,0,0,0,0,77
2511,1850862.4191,8381422.5711,-170.15315763,0,0,1877315.0,8386014,1,1,0,0,85
1281,1853075.6734,7915231.3566,26.767446481,1,0,1852506.0,7914944,0,0,0,0,24
136,2008172.6671,8245433.9375,140.37886464,1,0,2008756.0,8244951,0,0,0,0,29
3969,2008515.1972,8281949.5465,41.773410734,1,1,2007441.0,8280990,0,0,0,0,21
1476,1456271.8937,7477205.7778,159.98757131,1,0,1457861.0,7476627,0,0,0,0,68
3682,1529974.3023,7580784.4022,-40.651541131,1,0,1529658.0,7581056,0,0,0,0,21
2637,1813776.3308,8520343.717,34.544155076,0,0,1784251.0,8500018,1,0,0,0,40
285,2018730.653,8257299.2989,108.62664471,1,0,2018904.0,8256785,0,0,0,0,38
2813,1629493.7043,9142158.3147,-70.289407137,1,0,1629209.0,9142953,0,0,0,0,26
2584,1717722.1932,8507983.9069,142.13804782,1,1,1717870.0,8507869,0,0,0,0,44
113,2011505.684,8248043.2339,-17.186432405,1,1,2010918.0,8248225,0,0,0,0,56
2774,1967093.326,9099886.3004,143.04887684,1,0,1968241.0,9099023,0,0,0,0,60
2733,1918022.0247,8958021.756,19.707642863,0,0,1886574.0,8946757,1,0,0,0,83
1190,1733560.6189,7681243.8868,84.326887601,0,0,1729776.0,7643146,0,0,0,0,79
1920,1341302.4595,7885843.6923,-144.32017165,1,0,1341548.0,7886020,0,0,0,0,82
464,2080749.0789,8345203.0009,115.55480513,1,0,2080904.0,8344879,0,0,0,0,73
2769,1927482.9569,8974847.3827,170.74782193,1,0,1927516.0,8974842,0,0,0,0,49
517,1962649.2292,8372093.3042,19.323399033,1,1,1961924.0,8371839,0,0,0,0,57
3396,1440620.7073,7573176.4466,-43.940895951,1,0,1440038.0,7573738,0,0,0,0,28
3856,1905827.6424,8798444.4277,-125.37351843,0,1,1927727.0,8829290,0,0,1,0,63
3188,2037178.8529,7889520.7496,-144.26226135,1,0,2037963.0,7890085,0,0,0,0,55
3915,2466416.9019,9764996.8606,78.754884024,0,1,2466236.0,9764087,1,0,0,1,23
159,2015682.8366,8235942.2299,-159.78850312,1,0,2016182.0,8236126,0,0,0,0,56
242,1997162.8356,8268484.1878,134.16210934,1,1,1997231.0,8268414,0,0,0,0,32
3976,2013651.4784,8281086.0607,90.637425242,1,1,2013659.0,8280410,0,0,0,0,75
1516,1447331.9367,7480336.5263,-176.93133742,1,0,1447490.0,7480345,0,0,0,0,35
491,1947086.4305,8307039.6101,48.470848286,1,0,1945273.0,8304992,0,0,0,0,51
449,2027088.1863,8231746.0861,-12.726774948,0,0,2024888.0,8232243,0,0,0,0,87
3226,1700991.8756,7601994.3169,-172.64370634,1,0,1701307.0,7602035,0,0,0,0,41
3392,1459160.3005,7540372.0612,-14.093521872,1,0,1458818.0,7540458,0,0,0,0,52
4069,1981871.0997,8270452.4742,50.840641194,1,0,1981672.0,8270208,0,0,0,0,52
582,1901159.0141,8319580.947,-133.40611217,1,0,1901265.0,8319693,0,0,0,0,28
41,2010029.6988,8253732.5669,-33.460421107,1,0,2009389.0,8254156,0,0,0,0,36
2628,1757782.8495,8402420.9555,51.721120027,1,0,1757498.0,8402060,0,0,0,0,42
2766,1934216.0049,8985376.5761,13.897520686,1,0,1932981.0,8985071,0,0,0,0,23
2727,1922665.6059,8952849.9219,126.62931113,1,0,1923012.0,8952384,1,0,0,0,32
2764,1933956.9645,8979148.9712,-55.80469754,1,0,1933624.0,8979639,0,0,0,0,49
3009,2407685.963,9670605.8682,58.244005301,0,0,2392951.0,9646800,1,1,0,0,79
113,2011505.684,8248043.2339,48.296937431,1,1,2011174.0,8247671,0,0,0,0,22
868,1575573.2148,7920178.7559,-54.371432392,1,1,1575305.0,7920553,0,0,0,0,54
290,2020703.123,8259387.3845,-43.396491606,1,0,2019941.0,8260108,0,0,0,0,42
29,2012255.7547,8245493.4625,19.22013521,0,0,2011305.0,8245162,0,0,0,0,33
1399,1641887.9052,7597161.9132,129.91424302,1,0,1642711.0,7596178,0,0,0,0,38
268,2004876.4969,8259262.4323,-100.72151667,1,0,2005033.0,8260089,1,0,0,0,70
892,1580174.3831,7918677.7275,83.173080792,1,1,1580147.0,7918449,0,0,0,0,78
306,2020493.731,8247868.9614,123.93313484,1,0,2020526.0,8247821,0,0,0,0,35
1555,1468290.8366,7498584.3195,-171.968057,1,1,1468487.0,7498612,0,0,0,0,39
2746,1929262.9555,8950541.7951,9.3299091765,1,0,1928899.0,8950482,0,0,0,0,23
1962,1335131.2409,7902338.342,-68.540558074,1,0,1334982.0,7902718,0,0,0,0,62
173,2005384.2252,8237366.9546,109.18072265,1,0,2005467.0,8237129,0,0,0,0,30
413,1997060.5329,8228002.364,97.775382172,1,0,1997101.0,8227706,0,0,0,0,37
2543,1714728.3668,8429932.8038,77.875894906,0,0,1714679.0,8429703,1,0,0,0,51
2495,1806357.6661,8314644.9633,-118.22020533,1,0,1806538.0,8314981,0,0,0,0,80
2756,1935398.4406,8922103.8306,56.914292215,0,0,1900858.0,8869090,0,0,0,0,68
76,2007780.7111,8253008.7752,-76.941136759,1,0,2007757.0,8253111,1,0,0,0,38
2737,1934971.1963,8959612.5983,104.85140593,1,1,1935389.0,8958037,0,0,0,0,78
2912,2135727.549,9764189.9444,-126.667424,1,0,2135875.0,9764388,1,0,0,0,37
4068,1984492.785,8269607.1713,139.0349213,1,1,1985214.0,8268981,0,0,0,0,28
1554,1468571.807,7499589.034,11.643667463,1,0,1468329.0,7499539,0,0,0,0,38
1458,1450908.2981,7481047.1798,143.44064167,1,1,1451394.0,7480687,0,0,0,0,51
1768,1347995.3212,7997215.5022,-68.645848612,1,0,1347888.0,7997490,1,0,0,0,26
2837,2259394.1525,9303324.1803,-97.56812657,1,0,2259468.0,9303880,0,0,0,0,41
2820,1626243.9545,9144236.3377,4.8187811573,0,0,1615659.0,9143344,0,0,0,0,68
3126,1835215.0177,7838364.8744,-28.112769646,0,0,1808077.0,7852863,0,1,0,0,59
1478,1454949.7522,7478038.6814,-125.53024891,0,1,1455397.0,7478665,1,0,0,1,88
2725,1927826.0434,8951674.6302,-27.217006547,1,1,1927592.0,8951795,0,0,0,0,47
937,1589619.9533,7922909.1769,-141.9415075,1,1,1589902.0,7923130,0,0,0,0,22
1831,1331436.9924,7901498.2488,55.727884119,1,1,1331199.0,7901149,0,0,0,0,55
1986,1341562.5018,7909203.9947,82.897436157,0,0,1341485.0,7908582,1,0,0,0,34
552,1965566.1339,8358721.6962,-136.2022894,0,0,1965969.0,8359108,1,1,0,0,69
267,2003859.3707,8259296.0729,102.74959913,1,0,2004080.0,8258321,0,0,0,0,29
567,1969708.5548,8365525.4671,-91.209859091,1,1,1969716.0,8365878,0,0,0,0,43
42,2011085.2303,8254680.8498,42.482665752,0,1,2010867.0,8254481,0,0,0,0,79
224,1994103.3305,8252337.8685,39.413824431,1,0,1991160.0,8249919,0,0,0,0,42
2315,1524404.5428,8408680.4914,-15.325284209,0,0,1447944.0,8429634,0,0,0,0,54
2381,1565456.0541,8253078.8375,116.60674406,1,1,1565471.0,8253049,0,0,0,0,51
2851,2261741.9918,9302421.314,100.03302227,1,0,2261862.0,9301743,0,0,0,0,38
2341,1627765.6918,8176447.5101,42.727369608,0,0,1601788.0,8152453,0,0,0,0,85
11,2011356.9611,8255769.4288,-112.21938282,1,1,2011704.0,8256619,0,0,0,0,68
315,2029112.7539,8247226.8714,141.01772039,1,1,2030415.0,8246173,0,0,0,0,79
2453,1845131.358,8312993.3997,13.948553424,1,0,1844707.0,8312888,0,0,0,0,53
210,1998337.7015,8252613.9498,-72.813056468,1,0,1998265.0,8252849,0,0,0,0,64
4002,2011629.0259,8299021.0416,-15.524266613,0,1,2009318.0,8299663,1,0,0,0,80
2335,1436140.8771,8206569.882,-24.123897825,1,0,1434774.0,8207182,0,0,0,0,67
